TypeOfIncident,TypeOfCollission,AuthoritiesContacted,IncidentState,NumberOfVehicles,PropertyDamage,BodilyInjuries,Witnesses,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage,InsuredAge,InsuredGender,InsuredEducationLevel,InsuredOccupation,CapitalGains,CapitalLoss,CustomerLoyaltyPeriod,InsurancePolicyState,Policy_Deductible,PolicyAnnualPremium,InsuredRelationship,VehicleMake,VehicleYOM,ReportedFraud
2,1.0,3,5,1,0.0,1,1,77880,7080,14160,56640,40,1,1,2,0,-53500,237,1,1000,883.31,0,6,2005,0
2,1.0,4,6,1,0.0,2,0,75229,8217,8855,58157,38,1,1,8,32800,-50600,204,2,500,1291.64,0,2,2014,0
2,1.0,0,2,1,,2,1,59035,11709,6343,40983,35,1,3,0,0,0,182,0,956,1206.2,1,10,1997,0
2,1.0,3,2,1,0.0,0,0,61111,5862,8647,46602,53,0,2,6,0,0,375,2,1552,1346.15,0,7,1999,0
2,1.0,0,2,1,0.0,0,0,60819,5397,9479,45943,57,1,1,6,0,0,434,2,1808,1322.5,0,7,2000,0
2,2.0,3,2,3,,2,1,42217,8416,4208,29593,43,0,3,12,0,-42400,235,2,1000,963.16,2,9,2000,0
0,1.0,3,0,3,0.0,1,1,71500,16500,11000,44000,35,1,5,11,0,0,8,2,2000,1266.92,3,6,2006,1
2,0.0,0,2,1,,1,1,44164,3801,7119,33244,27,0,1,0,0,-55800,62,1,1071,1161.7,5,4,2004,0
1,1.0,2,4,2,0.0,2,1,16041,1604,2330,12107,33,1,3,10,0,-78600,98,0,2000,1712.11,3,8,2013,0
3,,2,2,1,0.0,0,1,3746,678,678,2390,41,0,0,12,46300,-33000,234,2,1916,1591.26,4,4,2011,0
2,0.0,1,2,1,1.0,1,1,57627,8907,5688,43032,37,1,3,13,0,0,182,1,1000,1288.69,3,5,2001,0
2,1.0,0,6,1,1.0,1,1,84272,15462,14692,54118,27,0,3,7,31500,0,30,0,1869,1144.41,1,2,2002,1
2,1.0,0,6,1,,2,1,64426,12578,7826,44022,32,1,6,4,0,0,158,0,1192,1182.62,1,10,1998,0
1,,4,3,1,1.0,1,1,9020,1640,820,6560,43,1,2,9,0,-29200,257,1,2000,1322.1,3,13,2005,0
0,1.0,1,4,3,0.0,1,0,58669,8659,8659,41351,43,1,1,8,33500,-49500,274,2,1000,1486.66,2,7,2000,0
0,1.0,1,4,3,1.0,2,1,58611,5426,9780,43405,32,0,4,0,72400,-71200,116,2,1188,862.43,3,6,2006,0
0,1.0,1,4,3,1.0,2,1,57833,5572,7684,44577,38,0,4,0,72400,-77000,184,2,1606,1009.8,3,6,2010,0
3,,4,1,1,0.0,1,1,3379,646,480,2253,39,0,0,12,0,0,203,2,962,1378.11,3,13,2007,0
1,,4,1,1,0.0,2,0,5382,919,875,3588,28,0,0,12,0,0,101,2,1721,1555.56,3,13,2013,0
3,,2,4,1,1.0,1,1,7182,1153,745,5284,27,0,3,4,46700,0,80,0,1789,1139.23,3,3,2006,0
3,,2,2,1,1.0,1,1,7218,1231,705,5282,27,0,3,4,0,0,85,0,1887,1108.69,0,8,2007,0
0,2.0,0,5,3,0.0,2,0,68779,8544,10214,50021,42,0,2,9,58300,0,260,0,2000,1274.05,0,14,2010,0
0,2.0,0,5,3,0.0,2,0,57873,10029,5755,42089,38,0,2,2,58300,0,200,0,2000,1256.01,0,12,2007,0
3,,2,5,1,1.0,2,1,5720,1040,520,4160,34,1,3,3,31000,-30200,202,1,500,848.07,1,12,2003,1
3,,2,4,1,0.0,1,0,5910,945,945,4020,48,0,5,11,0,0,296,0,1000,1381.2,5,10,2004,0
2,0.0,0,6,1,,0,1,77526,8958,6653,61915,54,0,1,9,41400,0,367,0,657,1181.39,1,8,2007,0
2,0.0,4,4,1,0.0,2,1,90759,14694,14694,61371,47,0,5,6,0,0,312,0,2000,1370.88,4,1,2001,0
2,0.0,0,6,1,,0,0,79678,12569,7096,60013,53,0,1,6,0,0,351,0,872,1085.55,1,1,2003,0
2,0.0,3,4,1,0.0,0,1,67973,11074,12161,44738,45,1,6,9,23300,0,273,0,582,1536.62,3,9,2013,0
2,2.0,3,4,2,0.0,0,1,70836,9919,12424,48493,43,1,1,2,23300,0,246,0,690,-1.0,3,9,2013,1
3,,2,1,1,0.0,0,1,8003,1056,1260,5687,52,1,3,0,98800,-53200,356,1,2000,1472.27,5,9,2012,0
3,,2,4,1,,0,1,8567,967,1566,6034,54,1,3,0,0,-53200,364,1,2000,1425.19,1,9,2014,0
0,2.0,4,6,3,,2,1,67741,10933,11362,45446,54,0,6,1,65000,-49200,396,2,1075,1244.09,5,10,2010,0
0,2.0,4,6,3,0.0,2,1,66294,9460,11367,45467,51,0,6,12,65000,-57700,357,2,1335,1223.42,5,6,2009,0
0,0.0,3,6,3,,1,1,64835,9107,7611,48117,54,1,4,12,0,-90600,352,2,2000,1242.38,0,14,2007,0
0,0.0,3,6,3,,1,1,64193,7404,9633,47156,50,1,4,3,0,-42700,302,0,2000,1360.15,0,14,2006,0
2,2.0,4,2,1,1.0,2,1,63207,5817,10853,46537,43,0,6,8,42200,-56200,278,0,500,1542.39,2,3,1998,0
2,2.0,4,2,1,1.0,2,1,63021,5850,10369,46802,44,0,0,5,42200,-56200,294,0,500,1514.98,2,10,1998,0
2,0.0,1,4,1,0.0,0,1,71579,12113,12113,47353,41,0,2,2,45400,-39400,212,0,1793,1183.36,2,2,2012,0
2,0.0,1,4,1,0.0,0,1,73587,13185,13185,47217,43,0,1,9,78800,-39400,226,0,1955,1046.86,2,2,2014,0
1,,4,1,1,,0,1,9922,1478,844,7600,44,0,3,11,51400,0,272,2,1000,1240.76,2,9,2012,0
1,,4,6,1,,0,1,6441,749,898,4794,55,0,3,11,51400,0,404,2,1000,901.03,0,9,2008,0
0,1.0,0,4,3,1.0,0,0,47531,5365,9975,32191,25,0,5,10,49300,0,41,2,1187,1177.59,1,5,1997,0
0,1.0,0,4,3,1.0,0,0,50029,5583,10949,33497,25,0,5,10,49300,0,38,1,1054,1208.69,1,12,1996,0
2,0.0,1,4,1,,1,1,75167,14341,8901,51925,30,0,0,11,65700,-54600,129,1,856,1078.38,5,12,2005,0
0,2.0,0,4,4,0.0,0,0,75600,12600,12600,50400,25,1,5,9,53200,0,64,0,1000,954.16,0,13,2005,0
1,,2,5,1,,2,1,7273,1351,675,5247,51,0,3,12,0,0,349,1,500,1219.91,2,11,2011,0
0,1.0,0,2,3,,1,1,69858,12702,9576,47580,34,1,0,0,30000,-53000,169,2,500,1184.46,3,3,2003,0
0,1.0,0,4,3,,1,1,69401,12618,10033,46750,33,1,6,0,58000,-53000,157,2,500,1218.37,3,3,2001,0
0,0.0,1,2,3,,0,1,45434,4543,5490,35401,35,0,2,13,0,0,142,1,577,1019.97,4,7,2000,1
0,0.0,0,1,3,,0,1,42770,4277,4364,34129,37,1,2,6,52300,0,152,1,507,1011.62,4,7,1999,0
2,1.0,1,2,1,1.0,1,1,63013,12343,6172,44498,47,1,2,1,0,0,299,1,500,1630.85,5,1,1997,0
2,1.0,1,2,1,1.0,1,1,67841,12768,6384,48689,48,0,2,1,0,-34600,307,2,500,1543.12,5,1,1998,0
1,,4,6,1,1.0,1,1,6291,658,841,4792,35,0,2,12,0,0,192,0,1000,1592.03,5,10,2009,0
1,,4,6,1,1.0,1,1,6380,654,900,4826,37,0,2,8,0,0,225,0,1000,1578.59,4,10,2009,0
0,2.0,3,1,1,1.0,1,1,71439,13035,6772,51632,48,0,3,11,0,0,298,1,970,1509.41,3,11,2013,0
2,2.0,3,4,1,1.0,1,1,68581,12584,6923,49074,48,0,3,2,0,0,289,1,924,1485.08,1,11,2013,0
3,,4,6,1,0.0,0,1,4939,828,828,3283,27,1,6,2,0,-36500,62,0,500,1468.01,5,10,2003,0
3,,4,1,1,0.0,0,1,3357,600,600,2157,34,1,4,2,0,-36500,56,0,500,1238.51,3,1,1999,0
0,1.0,0,6,3,,1,1,59757,6585,8944,44228,37,0,6,2,46500,0,202,1,2000,1227.19,1,13,2013,0
0,1.0,0,3,3,,1,1,58473,6225,9116,43132,37,0,4,2,0,0,200,1,2000,1228.05,1,13,2012,0
0,0.0,4,2,3,1.0,2,1,29790,3310,3310,23170,35,0,0,0,81100,0,155,0,1000,1088.34,2,3,2008,0
0,2.0,1,6,2,1.0,0,1,56818,8285,4853,43680,41,1,5,9,0,0,202,0,500,1313.54,3,2,2003,0
2,0.0,1,2,1,,1,1,42864,3574,7140,32150,27,0,1,0,43000,-55800,65,1,1001,1164.91,5,6,2004,0
2,0.0,1,2,1,,1,1,52849,5318,6980,40551,27,0,1,0,43000,-55800,45,1,1535,1140.26,3,4,2006,0
2,1.0,4,2,1,1.0,1,0,56244,6581,6581,43082,38,1,0,7,0,-31700,209,1,1539,1076.43,5,5,1998,0
2,1.0,4,2,1,1.0,0,0,47181,5787,5787,35607,39,1,0,12,0,-31700,241,0,1887,1193.85,5,5,1997,0
1,1.0,2,5,3,,2,1,42299,8410,4288,29601,33,0,3,10,58100,-49000,163,1,1714,1020.1,1,8,2002,0
1,,0,5,4,0.0,2,1,56217,11239,5627,39351,33,0,3,10,58100,-49000,178,1,1972,1006.88,3,8,2002,0
2,2.0,3,4,1,0.0,1,1,85599,11416,15974,58209,44,0,6,11,68400,-55600,293,2,2000,1216.3,1,11,2006,0
0,0.0,0,2,3,0.0,1,1,77110,14020,14020,49070,30,1,2,4,51400,-64000,114,0,1000,1558.29,5,12,2015,0
2,1.0,1,4,1,0.0,2,0,54326,10848,5424,38054,30,0,2,3,0,-65700,144,1,500,1394.56,1,9,2010,0
2,1.0,1,4,2,0.0,2,0,55425,10326,5163,39936,33,0,1,13,0,-65700,172,1,500,1488.3,4,13,2007,0
0,1.0,3,6,3,1.0,1,1,84634,16122,10073,58439,43,1,3,6,57900,-53800,289,1,1000,1533.91,2,4,2005,0
2,2.0,3,4,1,0.0,0,1,67125,10249,10249,46627,42,1,1,2,0,0,250,0,500,1315.8,3,9,2011,1
2,0.0,3,4,1,0.0,0,1,66896,10539,10539,45818,43,1,1,9,0,-49900,257,0,500,1352.6,3,3,2012,0
0,1.0,0,4,3,0.0,2,1,48793,7653,8372,32768,45,1,3,7,0,0,303,2,599,1707.61,4,14,2000,0
0,2.0,4,4,3,,0,1,38625,5536,4592,28497,40,0,1,12,0,0,239,2,1000,1192.55,2,8,2008,0
0,2.0,4,4,3,0.0,0,1,38626,5536,4592,28498,40,0,1,0,0,0,239,2,1000,1192.52,2,10,2008,0
2,2.0,1,6,1,1.0,0,1,64800,10800,5400,48600,37,1,6,9,0,0,149,0,500,1415.68,3,2,1999,0
0,2.0,4,2,3,0.0,2,1,77538,13857,14151,49530,34,0,5,7,0,0,118,2,2000,1040.9,5,1,2013,0
0,2.0,0,2,3,0.0,2,1,57095,6965,11140,38990,47,0,4,7,0,0,320,2,2000,1301.16,5,5,2005,0
2,0.0,3,4,1,1.0,0,1,66762,8341,13352,45069,41,1,6,8,50000,-28700,208,1,1295,1039.73,4,13,2010,1
2,0.0,3,4,1,1.0,0,1,68448,7862,13690,46896,41,1,6,7,50000,-28700,198,0,1180,1033.0,4,13,2009,0
2,0.0,4,2,1,,1,1,66067,11875,9283,44909,46,1,4,8,51100,0,268,2,2000,1511.07,0,3,2008,0
0,1.0,4,6,3,0.0,0,1,58546,10449,10449,37648,48,1,6,6,0,0,332,1,569,1261.36,1,2,2005,1
2,0.0,3,2,1,1.0,2,0,64730,11204,11204,42322,45,1,2,13,0,-40200,257,0,669,1210.32,3,6,2007,0
2,0.0,3,6,1,1.0,2,0,53100,10620,5310,37170,33,1,2,2,53300,-49200,147,2,1000,1334.15,1,9,1995,1
0,2.0,3,1,3,1.0,1,0,51993,9915,5562,36516,36,1,0,10,0,0,204,0,500,1154.09,2,2,2004,0
0,2.0,3,1,4,1.0,2,0,69940,7687,11720,50533,32,1,0,10,37700,0,159,0,500,1161.34,0,1,2000,0
0,0.0,0,4,3,1.0,2,0,60910,11868,7810,41232,33,0,3,13,78300,-38500,123,2,1000,1304.36,2,6,2010,0
0,0.0,0,4,3,0.0,2,0,63656,12006,8410,43240,32,0,3,13,78300,-38500,124,2,1000,1270.05,2,6,2010,0
0,1.0,1,2,3,0.0,1,0,55840,10153,5522,40165,46,1,5,6,0,-57000,299,2,1072,741.1,4,13,2006,0
1,,4,6,1,1.0,1,1,6416,653,923,4840,38,0,2,8,0,0,238,0,1000,1573.38,5,7,2010,0
3,,2,6,1,,1,1,4800,952,517,3331,35,1,4,6,0,0,161,0,926,1244.47,5,4,2000,0
3,,2,6,1,0.0,1,1,4541,893,524,3124,35,1,4,8,0,-55800,145,0,862,1237.51,5,4,1999,1
2,1.0,4,2,1,,1,1,60200,6020,6020,48160,28,0,5,10,0,0,62,0,1000,988.45,4,12,2004,1
3,,4,6,1,1.0,1,1,5542,616,616,4310,37,0,4,11,0,0,216,0,648,1441.63,3,13,2014,0
3,,4,6,1,1.0,1,1,5635,626,626,4383,38,1,4,11,40100,0,223,1,613,1418.22,3,13,2014,0
0,0.0,1,2,2,0.0,2,1,65531,9593,10066,45872,50,1,5,7,0,0,313,1,500,894.38,1,5,2008,0
0,2.0,1,6,2,0.0,2,1,69130,6666,9134,53330,27,0,0,11,0,0,62,0,822,1595.73,3,5,2005,0
0,1.0,3,6,3,,1,1,61334,0,13119,48215,36,0,1,5,0,0,145,2,500,1060.35,0,6,2005,0
0,2.0,0,3,3,,1,1,61473,0,13174,48299,36,0,2,5,0,0,147,2,500,1068.6,0,2,2004,0
2,1.0,0,4,1,0.0,2,1,65419,6734,11545,47140,41,0,1,12,0,0,222,1,1000,1226.54,0,4,1996,0
1,,2,6,1,0.0,1,1,5330,1230,820,3280,49,0,3,8,0,0,289,0,2000,1222.48,4,12,2001,0
2,1.0,4,1,2,1.0,0,1,66910,4744,6380,55786,39,1,3,4,0,-28800,193,1,500,1481.35,3,6,2002,0
0,1.0,4,1,2,1.0,0,1,64424,3341,6416,54667,38,0,3,4,0,0,152,1,500,1496.64,3,5,2002,0
1,,4,4,1,,2,1,3581,583,83,2915,39,0,1,5,0,0,253,0,500,856.01,2,5,2003,0
1,,4,4,1,,2,1,4391,536,321,3534,40,0,1,9,45500,0,272,0,500,998.99,2,5,2003,0
0,0.0,0,2,3,,1,1,48520,5795,10551,32174,42,0,5,11,71300,-56800,292,0,1000,1229.4,2,11,2007,0
0,0.0,4,6,3,0.0,0,1,60588,9302,9302,41984,43,0,5,5,0,0,288,1,696,1295.22,1,11,2004,0
0,0.0,4,6,3,0.0,0,1,59970,10424,10424,39122,46,1,1,13,0,0,310,1,555,1303.78,2,11,2005,0
0,1.0,4,2,3,,2,0,62300,12460,6230,43610,54,0,4,2,65700,0,431,1,2000,1155.55,4,8,2007,0
2,1.0,3,1,1,,1,1,71346,7099,10827,53420,36,1,1,2,0,-26400,171,1,763,783.22,5,6,2001,1
2,1.0,3,5,1,,2,1,69471,7104,9870,52497,35,1,5,6,0,-53500,152,1,695,754.51,5,6,2000,0
3,,4,5,1,,2,1,5419,441,595,4383,30,0,0,0,46000,0,89,1,1000,1029.93,3,1,2004,0
0,2.0,4,4,2,,0,1,69381,7844,10929,50608,29,1,3,1,0,-48500,90,0,1000,1107.42,2,13,2008,0
0,2.0,4,4,3,,2,1,60404,15293,6911,38200,35,1,3,1,70600,0,152,0,1000,973.53,2,2,2006,0
2,1.0,3,2,1,0.0,1,1,66426,9296,7141,49989,39,1,6,6,71500,0,185,2,1000,1364.11,1,1,1996,0
2,2.0,3,4,1,,0,1,63820,6081,9092,48647,34,0,0,4,33300,-10600,186,2,1466,1638.41,3,2,2010,0
2,0.0,0,1,1,,0,1,60170,10940,10940,38290,37,1,3,12,48500,0,199,1,500,1262.08,5,10,2011,1
2,2.0,4,2,1,1.0,0,0,22271,2227,2726,17318,31,0,2,3,0,0,137,1,787,1050.69,3,10,2001,0
1,2.0,4,2,1,1.0,0,0,34975,3497,3649,27829,24,0,2,3,0,0,45,1,587,956.41,3,1,1999,0
0,1.0,1,5,3,0.0,2,1,63505,11771,8211,43523,47,0,4,0,0,0,306,2,1193,1628.09,5,14,1999,0
0,0.0,4,4,4,0.0,2,1,65291,12250,8145,44896,47,0,4,0,0,0,301,2,1299,1617.31,5,14,1998,0
2,0.0,4,2,1,0.0,2,0,65055,8210,8210,48635,55,0,5,8,0,0,434,0,708,1088.25,5,2,1998,0
2,0.0,4,2,1,0.0,2,1,91968,15873,15873,60222,44,0,5,10,0,0,296,0,1697,1205.22,5,2,2010,1
0,1.0,1,2,3,0.0,1,0,56184,10146,5073,40965,46,1,5,13,0,0,310,1,1060,756.72,4,13,2006,0
0,2.0,1,2,3,0.0,1,0,71650,12130,6065,53455,52,1,5,13,0,-24400,400,1,1773,1325.63,0,13,2008,1
0,0.0,3,6,3,,2,1,62371,6190,12381,43800,38,1,4,3,0,0,190,0,500,838.21,4,4,2012,0
0,0.0,3,6,3,,2,1,70424,6563,13126,50735,33,1,4,3,0,0,153,0,500,977.29,3,4,2007,0
2,1.0,0,6,1,0.0,2,1,40000,8000,4000,28000,26,1,0,12,0,-55700,79,0,500,1451.62,1,3,2010,1
0,0.0,4,6,3,0.0,0,1,63058,10150,11263,41645,44,1,2,5,57900,0,278,1,584,1289.6,1,2,2005,0
1,,4,2,1,,0,1,6795,1019,642,5134,38,1,2,9,0,-65200,189,0,2000,1192.0,3,13,2008,0
0,2.0,3,1,3,,2,1,60172,8134,11564,40474,41,1,3,2,33200,-61400,213,0,500,869.75,2,7,1997,0
0,0.0,4,2,3,0.0,2,1,55282,8755,8755,37772,34,1,4,3,66300,0,149,0,500,1160.44,0,8,2010,0
2,2.0,4,6,1,,1,1,97080,16180,16180,64720,34,1,0,13,0,-24100,116,1,500,1737.66,4,3,2001,1
2,1.0,0,4,1,0.0,1,0,47341,12223,7845,27273,40,1,3,1,0,-32600,247,2,781,1027.59,0,8,2007,0
2,1.0,0,4,1,,1,0,45571,10375,9737,25459,30,1,3,4,0,-40900,119,2,968,859.05,0,8,2006,0
0,0.0,0,5,3,1.0,1,1,53988,4506,9011,40471,39,0,0,6,0,0,8,0,1019,-1.0,3,8,2007,0
3,,2,1,1,1.0,1,1,6666,628,1015,5023,33,1,0,1,0,0,153,2,654,1171.48,4,5,1996,0
1,,2,4,1,1.0,1,0,6310,580,1089,4641,32,1,0,1,0,0,135,2,546,1230.25,1,10,1996,0
0,2.0,3,4,3,1.0,1,0,51660,5740,5740,40180,23,0,1,9,0,-67400,37,0,500,1475.93,0,5,2010,0
2,0.0,0,4,1,,1,1,83238,15134,7567,60537,57,0,4,6,0,-67800,384,1,1000,1308.28,3,9,1999,0
2,0.0,0,4,1,1.0,0,0,81426,14805,7402,59219,54,0,1,6,43600,0,351,1,1000,1085.66,1,9,2000,0
0,2.0,1,4,4,1.0,1,1,72834,12141,6071,54622,50,1,1,3,0,0,303,0,1997,836.53,5,6,2010,0
0,1.0,1,4,3,1.0,0,1,71169,12453,6227,52489,47,1,5,11,0,0,281,0,1161,954.05,1,6,2004,1
1,,4,6,1,,0,1,5965,1087,1072,3806,40,1,0,6,43700,0,223,1,500,1440.06,0,13,2010,0
0,0.0,1,2,3,,1,1,80950,13342,15024,52584,32,0,2,6,0,0,116,1,637,1285.77,4,7,2007,0
0,1.0,3,2,2,0.0,1,1,53290,8857,5954,38479,37,0,0,9,0,-48400,150,2,1000,1376.7,0,11,2004,0
0,1.0,3,2,3,0.0,2,1,52450,6909,8272,37269,36,0,0,9,0,-48400,155,2,1000,1240.29,0,11,2003,0
2,1.0,3,1,1,0.0,2,1,51120,5680,5680,39760,30,0,6,13,49700,-60200,106,2,500,538.17,3,9,2005,0
2,0.0,1,2,1,0.0,0,1,55740,5924,5924,43892,37,1,5,10,0,-54600,189,1,1550,1200.46,1,5,2006,0
2,1.0,1,5,1,0.0,0,1,54742,5644,5644,43454,41,1,5,10,0,-54600,239,1,1267,1216.0,1,1,2006,0
0,2.0,4,6,2,1.0,0,1,62579,8630,5994,47955,32,1,5,5,0,0,144,0,1300,1207.28,0,13,2003,0
3,,4,6,1,1.0,2,1,6316,282,996,5038,33,0,2,13,0,-44600,162,2,1377,1455.27,0,11,1999,0
3,,4,6,1,1.0,1,1,7395,651,703,6041,39,0,2,13,0,-44600,236,2,564,1254.54,3,11,1998,0
3,,4,6,1,0.0,0,1,7275,668,1316,5291,45,0,6,2,0,0,290,0,1000,1363.82,3,2,1997,0
0,2.0,4,5,2,1.0,1,1,42508,5842,5458,31208,47,1,0,0,0,0,283,0,500,1157.51,1,8,2013,1
0,1.0,4,5,2,,1,1,46554,8515,6554,31485,45,1,0,0,0,0,257,0,500,1143.09,1,8,2010,0
2,1.0,4,2,1,,0,1,72598,8880,9399,54319,48,0,5,1,0,-78300,319,2,595,1434.93,5,5,2005,0
0,1.0,4,2,3,0.0,1,1,47518,5567,5567,36384,50,0,3,7,44400,0,347,2,678,1484.94,4,12,2000,0
0,1.0,4,2,3,0.0,1,1,46898,5126,5126,36646,51,1,3,7,0,-71500,348,2,703,1454.3,4,14,2000,0
2,1.0,0,6,1,,1,1,56139,7436,5298,43405,33,0,2,3,79900,-51000,101,0,779,1299.06,0,11,1999,0
2,1.0,0,6,1,1.0,1,1,55577,7598,5265,42714,33,0,2,3,0,0,97,0,759,1283.89,0,11,2000,0
2,0.0,3,1,1,,2,1,66154,12028,6014,48112,51,1,0,12,0,0,335,0,500,1724.84,5,14,2009,0
2,0.0,1,1,1,,2,1,65963,11993,5997,47973,51,1,1,1,0,-74400,334,0,500,1719.82,5,4,2009,0
0,1.0,1,4,3,1.0,2,1,58021,5537,8190,44294,37,0,4,2,0,-77000,168,2,1505,974.22,1,7,2009,0
0,1.0,1,4,3,1.0,2,1,58255,5493,8820,43942,35,0,4,0,0,-71200,147,2,1379,929.92,3,6,2008,0
0,1.0,3,2,3,0.0,2,1,55120,6890,0,48230,40,0,4,10,0,0,265,0,1000,1454.43,0,1,2002,0
2,0.0,3,2,2,0.0,2,1,81802,14873,12128,54801,34,1,2,3,50700,0,120,1,805,1233.57,4,5,2001,0
2,0.0,0,2,3,0.0,2,1,77686,14125,7326,56235,36,0,2,3,27600,-57600,166,1,517,1594.76,4,5,2004,0
2,2.0,0,2,1,0.0,1,1,74032,6980,13959,53093,40,1,1,2,0,0,236,0,799,1090.44,0,12,2004,0
1,,2,2,1,1.0,1,1,4373,33,957,3383,31,1,3,7,57800,-40400,124,1,536,1222.16,0,7,2004,0
1,,2,2,1,1.0,1,1,4461,88,952,3421,31,1,3,7,55400,-53700,123,2,595,1224.3,2,7,2005,0
0,0.0,4,2,3,1.0,2,0,69715,10217,13222,46276,34,0,3,3,0,0,149,0,693,1229.87,0,8,2009,0
0,0.0,4,2,3,0.0,1,1,71690,9611,13795,48284,33,0,1,5,0,0,138,1,769,1305.95,3,8,2009,0
0,1.0,4,2,3,,1,1,83592,12871,15716,55005,42,1,3,0,0,0,248,2,2000,1163.31,0,8,1999,0
0,1.0,4,2,3,,2,1,74812,8546,14726,51540,56,0,3,0,0,0,411,2,2000,1346.23,0,8,2004,0
0,1.0,1,1,3,1.0,1,1,77110,0,14020,63090,33,0,0,7,35300,0,163,1,500,1240.47,0,7,2014,0
2,2.0,3,6,1,0.0,0,1,53245,5014,10029,38202,27,0,2,1,0,-49500,74,1,1000,1069.12,4,3,2007,0
0,2.0,3,4,2,1.0,1,0,71422,9818,7142,54462,35,1,0,5,0,0,203,2,735,1352.33,2,1,2003,0
3,,4,4,1,0.0,1,1,3658,683,372,2603,35,1,5,6,82100,0,143,2,601,1181.65,2,6,2011,1
3,,4,4,1,0.0,1,1,3849,760,386,2703,33,1,5,6,55100,0,115,1,521,1174.68,2,6,2010,0
2,0.0,3,4,1,,0,1,63604,11916,5958,45730,35,0,3,11,0,-67800,131,0,778,1536.74,2,12,2004,0
0,0.0,1,6,3,0.0,2,1,62800,6280,6280,50240,47,1,1,7,0,0,355,2,2000,1273.7,0,2,2003,1
0,0.0,1,4,3,0.0,1,1,55193,9627,8051,37515,49,1,1,3,42700,0,346,0,1344,1206.51,4,8,2014,0
0,0.0,1,4,3,0.0,0,0,61766,6735,11947,43084,56,0,1,3,42700,0,432,0,1911,1350.56,4,8,2012,0
2,2.0,3,5,1,1.0,1,1,60432,8943,8401,43088,48,1,2,4,0,0,342,2,1469,1405.58,0,5,2007,0
0,0.0,4,6,2,1.0,1,1,70260,6728,11583,51949,48,0,6,8,0,-33800,319,2,2000,1408.16,1,8,2011,0
0,0.0,4,6,2,1.0,1,1,66135,6534,10198,49403,45,0,6,8,42200,0,293,2,2000,1380.53,1,8,2011,0
0,1.0,1,2,3,0.0,0,1,42469,7392,7795,27282,33,0,2,9,41300,-42000,171,0,1000,1433.4,0,11,1999,0
2,2.0,1,2,1,,0,0,55883,1596,8182,46105,34,0,1,9,38900,-48700,152,2,500,1353.92,5,1,2003,0
2,2.0,0,2,1,,0,1,60626,4694,11099,44833,42,0,1,9,38900,-48700,260,2,500,1265.87,5,6,2001,0
3,,4,2,1,,2,0,7290,810,810,5670,34,0,6,10,0,0,175,1,1000,1123.87,2,14,1995,0
2,1.0,0,4,1,,2,1,55767,9940,6487,39340,35,1,3,7,0,0,196,2,1241,1331.53,1,2,1997,0
2,2.0,0,2,1,0.0,2,1,51053,8037,5372,37644,37,1,5,6,0,-39800,198,1,769,1334.95,1,13,2007,1
2,2.0,1,5,1,,2,1,50571,8179,5341,37051,36,1,5,6,0,-39800,193,1,786,1338.18,1,13,2007,0
0,1.0,3,6,3,0.0,1,1,76349,12725,12725,50899,52,1,3,3,0,0,368,2,1585,1401.88,0,10,2005,0
0,2.0,3,6,3,0.0,1,1,73066,12178,12178,48710,54,1,3,3,0,0,389,2,1720,1408.73,1,10,2005,0
0,1.0,3,3,1,,1,0,78830,15499,15499,47832,45,0,4,2,0,-41300,318,1,2000,915.6,5,8,2011,0
2,0.0,1,2,1,0.0,0,1,64205,10701,10701,42803,43,0,5,7,37800,0,250,0,2000,1538.32,2,6,2002,0
0,0.0,1,2,2,0.0,0,1,64549,10758,10758,43033,41,0,5,7,37800,0,234,0,2000,1471.55,2,6,2000,0
2,1.0,3,6,1,0.0,0,0,76600,15320,7660,53620,35,0,5,3,0,-40300,192,0,1000,1245.89,5,9,2000,0
0,1.0,0,6,3,1.0,1,0,42335,4434,6722,31179,31,0,6,7,46500,0,123,1,2000,1102.07,1,5,2005,0
0,1.0,0,6,3,1.0,1,0,44314,4512,7252,32550,32,0,5,7,46500,0,136,1,2000,1124.61,1,5,2006,0
2,1.0,4,4,1,,1,0,55784,5697,5697,44390,29,0,1,4,0,-85900,75,2,659,1217.91,3,5,2012,0
3,,2,6,1,0.0,2,1,4306,445,584,3277,39,1,1,1,40900,0,161,2,1000,1533.54,1,13,1999,0
3,,2,5,1,,1,1,4316,470,853,2993,38,1,1,0,40900,0,64,2,1000,1538.81,5,13,1996,0
3,,2,5,1,,0,1,4562,825,543,3194,29,1,2,7,0,0,11,0,561,1423.64,2,8,2007,0
0,0.0,0,2,3,1.0,2,0,56980,9312,5099,42569,31,1,3,13,0,-45700,72,2,600,1450.4,3,2,2006,0
0,0.0,1,2,3,,0,1,81800,16360,8180,57260,59,1,4,7,0,0,430,2,2000,1326.62,3,10,1998,0
1,,2,2,1,,1,1,4332,8,959,3365,31,1,3,7,55400,-53700,125,2,509,1221.17,0,7,2003,1
1,,2,2,1,,0,1,4858,334,931,3593,32,1,3,7,57800,-40400,116,2,864,1233.99,0,7,2010,0
0,0.0,1,2,3,,0,1,69192,13785,7027,48380,45,0,2,7,44500,-61400,275,0,537,959.32,5,6,2010,0
