TypeOfIncident,TypeOfCollission,AuthoritiesContacted,IncidentState,PropertyDamage,BodilyInjuries,Witnesses,InsuredAge,InsuredGender,InsuredEducationLevel,InsuredOccupation,CustomerLoyaltyPeriod,InsurancePolicyState,PolicyAnnualPremium,InsuredRelationship,VehicleMake,VehicleYOM,ReportedFraud
0,0.0,4,6,0.0,0,1,46,1,1,13,310,1,1303.78,2,11,2005,0
0,1.0,4,2,,2,0,54,0,4,2,431,1,1155.55,4,8,2007,0
2,1.0,3,1,,1,1,36,1,1,2,171,1,783.22,5,6,2001,1
2,1.0,3,5,,2,1,35,1,5,6,152,1,754.51,5,6,2000,0
3,,4,5,,2,1,30,0,0,0,89,1,1029.93,3,1,2004,0
0,2.0,4,4,,0,1,29,1,3,1,90,0,1107.42,2,13,2008,0
0,2.0,4,4,,2,1,35,1,3,1,152,0,973.53,2,2,2006,0
2,1.0,3,2,0.0,1,1,39,1,6,6,185,2,1364.11,1,1,1996,0
2,2.0,3,4,,0,1,34,0,0,4,186,2,1638.41,3,2,2010,0
2,0.0,0,1,,0,1,37,1,3,12,199,1,1262.08,5,10,2011,1
2,2.0,4,2,1.0,0,0,31,0,2,3,137,1,1050.69,3,10,2001,0
1,2.0,4,2,1.0,0,0,24,0,2,3,45,1,956.41,3,1,1999,0
0,1.0,1,5,0.0,2,1,47,0,4,0,306,2,1628.09,5,14,1999,0
0,0.0,4,4,0.0,2,1,47,0,4,0,301,2,1617.31,5,14,1998,0
2,0.0,4,2,0.0,2,0,55,0,5,8,434,0,1088.25,5,2,1998,0
2,0.0,4,2,0.0,2,1,44,0,5,10,296,0,1205.22,5,2,2010,1
0,1.0,1,2,0.0,1,0,46,1,5,13,310,1,756.72,4,13,2006,0
0,2.0,1,2,0.0,1,0,52,1,5,13,400,1,1325.63,0,13,2008,1
0,0.0,3,6,,2,1,38,1,4,3,190,0,838.21,4,4,2012,0
0,0.0,3,6,,2,1,33,1,4,3,153,0,977.29,3,4,2007,0
2,1.0,0,6,0.0,2,1,26,1,0,12,79,0,1451.62,1,3,2010,1
0,0.0,4,6,0.0,0,1,44,1,2,5,278,1,1289.6,1,2,2005,0
1,,4,2,,0,1,38,1,2,9,189,0,1192.0,3,13,2008,0
0,2.0,3,1,,2,1,41,1,3,2,213,0,869.75,2,7,1997,0
0,0.0,4,2,0.0,2,1,34,1,4,3,149,0,1160.44,0,8,2010,0
2,2.0,4,6,,1,1,34,1,0,13,116,1,1737.66,4,3,2001,1
2,1.0,0,4,0.0,1,0,40,1,3,1,247,2,1027.59,0,8,2007,0
2,1.0,0,4,,1,0,30,1,3,4,119,2,859.05,0,8,2006,0
0,0.0,0,5,1.0,1,1,39,0,0,6,8,0,-1.0,3,8,2007,0
3,,2,1,1.0,1,1,33,1,0,1,153,2,1171.48,4,5,1996,0
1,,2,4,1.0,1,0,32,1,0,1,135,2,1230.25,1,10,1996,0
0,2.0,3,4,1.0,1,0,23,0,1,9,37,0,1475.93,0,5,2010,0
2,0.0,0,4,,1,1,57,0,4,6,384,1,1308.28,3,9,1999,0
2,0.0,0,4,1.0,0,0,54,0,1,6,351,1,1085.66,1,9,2000,0
0,2.0,1,4,1.0,1,1,50,1,1,3,303,0,836.53,5,6,2010,0
0,1.0,1,4,1.0,0,1,47,1,5,11,281,0,954.05,1,6,2004,1
1,,4,6,,0,1,40,1,0,6,223,1,1440.06,0,13,2010,0
0,0.0,1,2,,1,1,32,0,2,6,116,1,1285.77,4,7,2007,0
0,1.0,3,2,0.0,1,1,37,0,0,9,150,2,1376.7,0,11,2004,0
0,1.0,3,2,0.0,2,1,36,0,0,9,155,2,1240.29,0,11,2003,0
2,1.0,3,1,0.0,2,1,30,0,6,13,106,2,538.17,3,9,2005,0
2,0.0,1,2,0.0,0,1,37,1,5,10,189,1,1200.46,1,5,2006,0
2,1.0,1,5,0.0,0,1,41,1,5,10,239,1,1216.0,1,1,2006,0
0,2.0,4,6,1.0,0,1,32,1,5,5,144,0,1207.28,0,13,2003,0
3,,4,6,1.0,2,1,33,0,2,13,162,2,1455.27,0,11,1999,0
3,,4,6,1.0,1,1,39,0,2,13,236,2,1254.54,3,11,1998,0
3,,4,6,0.0,0,1,45,0,6,2,290,0,1363.82,3,2,1997,0
0,2.0,4,5,1.0,1,1,47,1,0,0,283,0,1157.51,1,8,2013,1
0,1.0,4,5,,1,1,45,1,0,0,257,0,1143.09,1,8,2010,0
2,1.0,4,2,,0,1,48,0,5,1,319,2,1434.93,5,5,2005,0
0,1.0,4,2,0.0,1,1,50,0,3,7,347,2,1484.94,4,12,2000,0
0,1.0,4,2,0.0,1,1,51,1,3,7,348,2,1454.3,4,14,2000,0
2,1.0,0,6,,1,1,33,0,2,3,101,0,1299.06,0,11,1999,0
2,1.0,0,6,1.0,1,1,33,0,2,3,97,0,1283.89,0,11,2000,0
2,0.0,3,1,,2,1,51,1,0,12,335,0,1724.84,5,14,2009,0
2,0.0,1,1,,2,1,51,1,1,1,334,0,1719.82,5,4,2009,0
0,1.0,1,4,1.0,2,1,37,0,4,2,168,2,974.22,1,7,2009,0
0,1.0,1,4,1.0,2,1,35,0,4,0,147,2,929.92,3,6,2008,0
0,1.0,3,2,0.0,2,1,40,0,4,10,265,0,1454.43,0,1,2002,0
2,0.0,3,2,0.0,2,1,34,1,2,3,120,1,1233.57,4,5,2001,0
2,0.0,0,2,0.0,2,1,36,0,2,3,166,1,1594.76,4,5,2004,0
2,2.0,0,2,0.0,1,1,40,1,1,2,236,0,1090.44,0,12,2004,0
1,,2,2,1.0,1,1,31,1,3,7,124,1,1222.16,0,7,2004,0
1,,2,2,1.0,1,1,31,1,3,7,123,2,1224.3,2,7,2005,0
0,0.0,4,2,1.0,2,0,34,0,3,3,149,0,1229.87,0,8,2009,0
0,0.0,4,2,0.0,1,1,33,0,1,5,138,1,1305.95,3,8,2009,0
0,1.0,4,2,,1,1,42,1,3,0,248,2,1163.31,0,8,1999,0
0,1.0,4,2,,2,1,56,0,3,0,411,2,1346.23,0,8,2004,0
0,1.0,1,1,1.0,1,1,33,0,0,7,163,1,1240.47,0,7,2014,0
2,2.0,3,6,0.0,0,1,27,0,2,1,74,1,1069.12,4,3,2007,0
0,2.0,3,4,1.0,1,0,35,1,0,5,203,2,1352.33,2,1,2003,0
3,,4,4,0.0,1,1,35,1,5,6,143,2,1181.65,2,6,2011,1
3,,4,4,0.0,1,1,33,1,5,6,115,1,1174.68,2,6,2010,0
2,0.0,3,4,,0,1,35,0,3,11,131,0,1536.74,2,12,2004,0
0,0.0,1,6,0.0,2,1,47,1,1,7,355,2,1273.7,0,2,2003,1
0,0.0,1,4,0.0,1,1,49,1,1,3,346,0,1206.51,4,8,2014,0
0,0.0,1,4,0.0,0,0,56,0,1,3,432,0,1350.56,4,8,2012,0
2,2.0,3,5,1.0,1,1,48,1,2,4,342,2,1405.58,0,5,2007,0
0,0.0,4,6,1.0,1,1,48,0,6,8,319,2,1408.16,1,8,2011,0
0,0.0,4,6,1.0,1,1,45,0,6,8,293,2,1380.53,1,8,2011,0
0,1.0,1,2,0.0,0,1,33,0,2,9,171,0,1433.4,0,11,1999,0
2,2.0,1,2,,0,0,34,0,1,9,152,2,1353.92,5,1,2003,0
2,2.0,0,2,,0,1,42,0,1,9,260,2,1265.87,5,6,2001,0
3,,4,2,,2,0,34,0,6,10,175,1,1123.87,2,14,1995,0
2,1.0,0,4,,2,1,35,1,3,7,196,2,1331.53,1,2,1997,0
2,2.0,0,2,0.0,2,1,37,1,5,6,198,1,1334.95,1,13,2007,1
2,2.0,1,5,,2,1,36,1,5,6,193,1,1338.18,1,13,2007,0
0,1.0,3,6,0.0,1,1,52,1,3,3,368,2,1401.88,0,10,2005,0
0,2.0,3,6,0.0,1,1,54,1,3,3,389,2,1408.73,1,10,2005,0
0,1.0,3,3,,1,0,45,0,4,2,318,1,915.6,5,8,2011,0
2,0.0,1,2,0.0,0,1,43,0,5,7,250,0,1538.32,2,6,2002,0
0,0.0,1,2,0.0,0,1,41,0,5,7,234,0,1471.55,2,6,2000,0
2,1.0,3,6,0.0,0,0,35,0,5,3,192,0,1245.89,5,9,2000,0
0,1.0,0,6,1.0,1,0,31,0,6,7,123,1,1102.07,1,5,2005,0
0,1.0,0,6,1.0,1,0,32,0,5,7,136,1,1124.61,1,5,2006,0
2,1.0,4,4,,1,0,29,0,1,4,75,2,1217.91,3,5,2012,0
3,,2,6,0.0,2,1,39,1,1,1,161,2,1533.54,1,13,1999,0
3,,2,5,,1,1,38,1,1,0,64,2,1538.81,5,13,1996,0
3,,2,5,,0,1,29,1,2,7,11,0,1423.64,2,8,2007,0
0,0.0,0,2,1.0,2,0,31,1,3,13,72,2,1450.4,3,2,2006,0
0,0.0,1,2,,0,1,59,1,4,7,430,2,1326.62,3,10,1998,0
1,,2,2,,1,1,31,1,3,7,125,2,1221.17,0,7,2003,1
1,,2,2,,0,1,32,1,3,7,116,2,1233.99,0,7,2010,0
0,0.0,1,2,,0,1,45,0,2,7,275,0,959.32,5,6,2010,0
0,0.0,1,4,,0,1,42,0,5,6,244,0,1189.53,5,6,2003,0
2,0.0,4,2,,2,1,55,1,2,10,412,1,1583.68,1,1,1996,0
1,,4,1,0.0,0,1,41,1,0,1,97,0,678.75,4,7,2012,0
1,,4,0,0.0,1,1,28,1,0,7,86,2,1014.35,2,1,2008,0
2,1.0,1,2,0.0,1,0,45,1,2,7,282,2,1383.22,5,4,2007,0
1,,2,2,0.0,0,1,43,1,0,12,232,1,1566.99,3,11,2006,0
1,,2,2,0.0,0,1,37,0,0,12,204,1,1511.25,0,11,2000,0
0,1.0,4,6,0.0,0,1,43,1,3,13,237,1,1239.61,1,11,2001,0
0,0.0,4,6,,0,1,43,1,1,13,231,0,1234.65,1,2,2001,0
0,2.0,0,6,1.0,1,1,45,0,2,2,278,1,1399.32,2,2,2003,0
0,1.0,0,6,1.0,1,1,46,1,2,3,286,1,1395.34,2,7,2002,0
3,,2,6,,2,1,39,1,1,1,217,1,1530.52,1,13,2000,0
2,2.0,3,4,0.0,2,1,42,1,6,1,79,0,1436.34,5,11,1996,0
2,2.0,3,4,0.0,2,1,42,1,6,8,84,2,1431.81,1,11,1996,0
2,0.0,0,2,1.0,2,1,48,1,6,5,325,0,1417.87,3,7,2013,0
2,0.0,4,2,1.0,2,1,42,1,6,1,263,0,1561.62,3,3,2001,0
3,,4,5,,1,1,35,1,3,9,148,1,1570.51,2,8,2005,0
0,2.0,0,6,0.0,2,0,35,1,2,6,124,2,1470.3,0,13,1998,0
0,1.0,3,6,,1,0,32,0,6,4,125,2,972.5,0,2,2014,0
0,2.0,3,2,,0,0,30,0,6,4,78,2,820.74,5,2,2013,0
0,2.0,4,1,1.0,1,0,40,0,3,8,223,1,1201.41,0,12,1999,0
3,,4,6,0.0,2,1,47,0,2,2,305,0,1248.97,5,7,2005,0
2,1.0,4,6,,2,1,36,1,1,13,180,2,1862.38,4,14,2006,0
2,1.0,4,6,,2,1,39,1,6,13,217,2,1830.39,4,12,2006,0
2,1.0,0,2,,1,1,36,0,0,12,151,2,1132.74,4,10,1999,0
2,1.0,3,2,,0,1,35,0,0,10,155,2,920.92,1,10,1997,0
3,,4,4,0.0,2,1,31,0,0,7,81,1,1472.25,1,9,1995,0
3,,4,6,0.0,2,1,31,0,0,7,94,2,1415.22,0,9,1996,0
3,,2,0,1.0,1,1,44,1,4,12,268,0,1293.02,5,4,2000,0
1,,4,5,0.0,0,1,39,1,6,6,195,2,1393.57,1,6,2009,0
2,1.0,4,4,,2,1,44,0,5,5,282,1,1342.36,4,4,1997,0
2,1.0,4,4,,2,1,43,0,5,5,270,1,1311.08,4,4,1997,0
1,,2,4,0.0,2,1,31,1,3,10,63,1,1642.95,1,8,2015,0
2,0.0,1,1,1.0,0,1,49,0,5,5,235,2,1288.64,5,7,2002,0
2,0.0,1,4,1.0,0,1,42,0,5,5,76,2,1303.87,5,7,2005,0
2,0.0,3,2,0.0,2,1,29,1,4,9,107,0,1351.84,5,5,1998,0
0,2.0,4,6,,0,1,29,1,5,5,86,2,1223.41,2,2,2003,0
2,0.0,4,2,1.0,1,1,42,0,5,3,256,0,1398.69,0,2,2009,0
3,,2,4,0.0,1,0,43,1,0,3,242,1,1042.73,3,14,2004,0
1,,2,3,0.0,0,1,45,1,0,3,245,1,1477.57,3,14,2007,0
2,0.0,1,4,1.0,1,1,42,1,0,2,229,1,1109.6,4,5,2001,0
2,0.0,1,2,1.0,1,1,36,1,0,2,150,1,1078.29,3,5,2000,0
1,,2,4,,1,1,33,0,5,8,129,2,1095.97,2,5,2015,0
1,,4,0,0.0,1,1,28,1,0,9,96,2,956.84,2,14,2006,0
0,0.0,1,4,,2,1,56,0,6,9,439,1,1082.49,4,7,2014,0
0,2.0,4,5,,2,1,42,0,1,12,219,2,918.41,2,10,1999,0
0,2.0,4,4,,2,1,40,0,1,12,201,2,868.86,3,10,1998,0
1,,2,1,0.0,2,1,36,1,6,6,154,2,1238.58,4,4,2013,0
2,2.0,0,4,0.0,0,0,29,0,4,8,104,2,1321.78,0,12,1997,0
2,2.0,0,4,0.0,1,1,26,0,4,9,86,1,1511.29,0,12,1997,0
2,2.0,1,5,,2,1,42,0,6,13,216,1,1163.05,2,4,2002,0
1,,2,5,0.0,1,1,32,0,5,0,94,1,1414.74,3,4,2014,0
2,0.0,0,4,1.0,2,1,27,0,3,9,105,2,1530.88,0,2,2006,0
2,1.0,0,4,1.0,1,1,34,0,0,9,156,2,1652.2,0,11,2001,0
2,1.0,1,4,,0,1,37,0,6,2,197,1,1202.48,4,5,2006,0
2,2.0,1,2,0.0,1,0,36,1,3,1,178,1,1099.33,0,1,2012,0
2,2.0,1,2,0.0,1,0,35,0,3,1,171,1,1081.58,0,1,2012,0
0,0.0,1,6,0.0,1,1,51,0,4,3,358,0,1560.73,4,8,2015,0
0,1.0,1,4,0.0,1,1,44,1,3,9,290,2,1710.94,4,14,2000,0
0,1.0,1,4,0.0,2,1,47,1,3,9,333,2,1700.09,4,14,2001,0
2,0.0,0,6,1.0,0,1,39,1,6,7,11,0,1470.06,0,11,2007,0
0,0.0,0,1,,2,1,33,0,2,3,159,0,1422.21,0,10,2006,0
0,0.0,3,6,,2,1,32,0,2,8,151,0,1419.42,0,11,2007,0
2,0.0,1,2,0.0,0,0,43,0,1,9,244,2,1136.11,0,12,1998,0
2,0.0,1,2,,1,1,45,0,1,5,265,2,1058.53,0,12,1998,0
1,,2,6,,0,1,42,0,0,0,276,1,1182.66,1,3,2006,0
0,1.0,3,6,,1,1,50,0,4,10,371,0,1032.55,0,1,2006,0
0,1.0,3,6,,1,1,47,0,4,2,345,0,1136.59,0,1,2005,0
2,1.0,3,1,,1,1,33,0,1,0,100,0,1126.58,1,3,2004,0
0,2.0,4,5,0.0,1,1,36,0,4,0,151,2,870.63,3,6,2000,0
0,2.0,1,6,1.0,0,1,42,0,5,1,282,2,1455.36,1,2,2010,0
0,2.0,4,6,1.0,1,1,51,0,6,1,349,2,1458.88,1,8,2012,0
0,2.0,1,6,0.0,1,1,34,1,4,9,89,0,1713.56,3,2,1997,0
0,2.0,1,6,1.0,1,1,32,1,6,11,62,0,1843.81,3,5,1996,0
0,0.0,1,2,1.0,0,1,45,0,4,13,285,0,1265.94,0,8,2005,0
0,0.0,0,2,1.0,0,0,46,0,4,6,255,0,1352.93,0,8,2001,0
2,2.0,0,4,0.0,0,0,44,0,4,12,263,1,1387.33,5,6,2004,0
2,2.0,1,4,,0,1,41,0,4,7,234,0,1256.4,5,6,2003,0
3,,4,6,0.0,2,1,31,0,0,8,93,2,1419.91,1,9,1996,0
0,1.0,4,2,1.0,2,1,34,1,6,6,154,1,795.23,2,10,2014,0
2,2.0,0,2,,0,1,44,0,6,9,282,2,1202.31,1,1,2000,0
0,1.0,1,1,1.0,0,1,58,1,6,6,428,0,926.3,5,4,2001,0
0,1.0,3,2,,2,1,60,1,3,11,450,2,1289.67,1,8,2005,0
0,1.0,3,5,1.0,2,0,38,0,3,1,159,0,1239.77,4,3,2013,0
0,2.0,1,2,1.0,2,0,36,0,4,10,79,1,1256.17,4,3,2012,1
0,2.0,4,2,,0,1,54,1,2,4,414,0,948.02,5,5,1995,0
0,2.0,3,0,0.0,0,1,44,1,3,5,245,0,1168.2,0,7,1997,0
3,1.0,2,6,,2,1,33,1,5,0,118,0,1495.0,0,8,1997,0
2,1.0,1,4,1.0,0,1,31,1,1,6,110,0,1352.02,4,1,1998,0
2,1.0,1,4,1.0,0,1,31,1,1,6,104,0,1359.93,4,1,1999,1
0,0.0,0,5,0.0,0,1,57,1,3,9,408,1,1368.76,5,11,2004,1
2,0.0,4,2,,1,1,38,0,2,10,181,2,1322.58,2,10,2000,0
0,2.0,3,2,,2,0,35,0,3,1,130,2,1365.72,4,10,2000,0
0,1.0,4,2,1.0,1,1,42,0,2,1,271,1,1515.68,2,5,2012,0
0,1.0,4,2,1.0,0,1,37,0,2,5,216,1,1489.11,0,9,2012,0
2,1.0,0,4,,2,0,35,1,3,8,180,1,1316.22,1,12,2002,0
2,1.0,0,4,,2,0,31,0,3,0,164,2,1030.54,1,12,1999,0
0,1.0,4,2,0.0,2,1,24,0,3,12,15,0,1143.76,2,10,2011,0
0,1.0,1,2,1.0,2,1,36,0,6,12,179,0,1131.92,2,10,2008,0
0,0.0,0,2,1.0,1,1,28,0,4,13,111,0,1527.26,0,8,2008,0
0,0.0,4,2,1.0,0,0,43,0,4,13,229,1,1387.27,0,8,2002,0
2,1.0,0,5,,2,0,41,0,3,0,232,0,1419.19,3,12,2004,0
2,1.0,3,4,,2,0,60,0,2,0,434,2,1242.94,4,12,2007,0
0,0.0,1,6,1.0,2,1,42,1,3,13,215,2,1848.81,3,12,2003,1
0,2.0,4,4,,0,1,29,1,3,1,91,2,1107.25,2,2,2008,0
0,2.0,4,4,,2,1,35,1,3,1,146,2,986.83,2,2,2006,0
0,0.0,1,6,,2,1,43,0,3,9,271,0,1434.41,0,14,2012,0
0,0.0,1,1,0.0,2,1,42,0,3,9,274,0,1454.68,3,6,2013,0
2,2.0,1,2,,1,1,36,1,6,13,162,1,1267.93,0,4,1995,0
2,0.0,0,2,,1,1,43,0,4,12,259,2,1243.34,3,13,1998,0
2,0.0,0,5,,1,1,42,0,0,0,252,2,1271.81,3,13,1998,0
0,1.0,1,5,0.0,0,0,42,1,6,11,295,2,1641.73,1,6,2006,1
0,2.0,4,6,0.0,2,0,35,1,6,6,127,2,1477.11,0,6,1997,0
1,,2,5,1.0,0,1,26,0,4,12,49,1,1532.06,3,2,1999,0
1,,4,6,1.0,1,1,29,0,4,12,67,1,1509.22,1,2,2000,0
2,0.0,1,6,,2,1,53,0,2,10,385,2,1293.54,1,14,2007,0
0,0.0,1,6,0.0,2,1,61,0,2,4,454,1,1326.31,1,14,2003,0
0,1.0,3,6,,0,0,34,0,2,11,141,1,1072.14,3,5,2009,0
0,1.0,3,1,,0,0,35,0,3,11,152,2,1118.96,0,2,2008,0
0,,4,6,1.0,2,1,36,1,6,8,158,1,1279.96,3,14,2006,0
3,,4,6,1.0,2,1,36,1,1,8,158,0,1275.72,3,14,2006,0
0,0.0,0,2,1.0,2,1,39,0,4,3,254,1,1362.87,2,5,1995,1
2,0.0,1,6,,2,1,54,1,6,5,394,1,1661.11,1,12,2007,0
2,1.0,1,6,,1,1,55,0,6,5,413,2,1638.19,1,12,2008,0
0,0.0,0,1,0.0,0,1,30,0,4,3,84,1,1431.22,2,6,2009,0
1,,2,1,0.0,0,1,39,0,0,11,201,2,1487.5,2,4,2012,0
3,,2,1,0.0,0,1,39,0,0,12,200,2,1480.11,2,4,2012,0
1,,2,2,0.0,0,1,34,1,6,12,152,0,1344.91,0,10,2001,0
1,,2,2,0.0,0,1,34,1,2,12,162,0,1381.09,0,10,2000,0
2,2.0,1,4,1.0,0,1,31,0,2,12,107,1,1239.22,1,2,2009,1
0,2.0,1,4,1.0,1,1,32,0,5,0,110,1,1203.26,0,5,2007,0
0,0.0,1,2,0.0,1,1,32,0,1,0,111,0,1204.39,0,5,2007,0
2,1.0,4,2,,0,1,37,0,5,0,190,1,1422.61,1,4,2013,0
2,1.0,1,2,,0,1,37,0,3,11,188,1,1427.49,1,14,2013,0
1,,2,4,1.0,2,1,30,1,5,12,84,1,1153.52,4,10,2010,0
1,,2,5,1.0,2,1,31,1,3,12,100,2,1181.56,2,10,2010,0
0,1.0,4,2,1.0,0,1,41,1,2,1,253,2,1436.16,3,12,2009,0
0,2.0,1,6,0.0,1,1,64,0,0,0,478,2,835.02,4,3,1998,0
2,2.0,3,2,1.0,1,0,32,0,5,4,130,2,1136.51,5,13,2009,1
0,2.0,1,6,,1,1,44,1,4,0,255,1,1294.92,4,0,2004,0
0,0.0,1,6,,0,1,46,1,4,0,288,1,1546.46,3,5,2000,0
2,2.0,1,1,1.0,0,1,32,0,3,2,99,2,987.47,1,11,2013,0
0,2.0,1,2,0.0,2,1,30,0,2,1,73,2,1409.21,4,10,1997,0
2,0.0,0,6,0.0,0,1,30,1,4,6,128,2,1061.33,3,2,1997,0
1,,2,5,1.0,0,1,27,0,4,1,54,0,1480.72,4,2,1998,0
2,1.0,1,4,1.0,2,1,35,1,1,6,155,0,1297.15,4,1,1996,0
2,1.0,1,4,1.0,1,1,32,1,1,6,123,0,1335.89,4,1,1998,0
0,1.0,3,2,,2,0,34,0,3,1,115,2,1369.1,4,4,1999,0
0,1.0,3,2,,2,1,33,0,3,1,101,1,1372.27,1,4,1998,0
2,0.0,1,4,,1,1,31,0,1,9,131,1,1273.86,2,4,2009,0
1,,2,6,1.0,1,1,45,1,4,0,248,2,1381.23,4,1,2000,0
1,,2,6,1.0,1,1,45,0,4,0,246,2,1409.88,4,1,2000,0
1,,2,1,0.0,0,1,49,1,4,7,338,1,1279.08,3,6,2004,0
2,1.0,0,6,0.0,0,1,43,1,5,6,288,1,1027.16,3,11,2013,0
2,2.0,3,4,1.0,0,1,37,1,1,9,51,1,1114.98,0,5,2005,0
2,2.0,1,4,1.0,0,1,45,1,2,9,292,1,1147.38,0,10,2008,0
0,1.0,0,2,0.0,2,1,38,0,3,10,189,1,1339.66,4,6,1998,0
0,1.0,0,2,0.0,2,1,39,0,3,2,206,1,1302.69,4,2,2013,0
2,2.0,1,1,,1,1,32,0,3,9,126,0,1424.17,5,9,2009,1
0,2.0,3,4,,2,1,42,0,0,9,271,2,1105.49,3,2,2003,1
3,,2,6,,2,1,44,0,5,9,263,2,1344.13,5,1,2009,0
3,,2,6,,2,1,44,0,5,3,262,2,1341.69,5,1,2009,0
0,0.0,0,2,0.0,0,1,43,0,6,12,257,0,1533.16,3,6,2012,0
2,1.0,4,6,,0,1,37,0,6,2,192,1,1147.15,4,5,2005,0
2,1.0,1,4,,0,1,36,0,6,2,181,1,1022.6,5,5,2003,0
0,2.0,1,4,,0,0,33,0,6,0,178,1,1256.73,1,10,2010,0
0,2.0,1,4,,0,0,32,0,6,6,161,0,1300.37,5,10,2008,0
2,0.0,3,6,0.0,0,1,41,0,4,1,222,2,1055.53,1,7,1995,1
2,2.0,0,4,1.0,1,1,48,1,2,9,332,1,1583.59,0,5,2006,0
2,2.0,3,5,1.0,0,1,47,1,1,9,348,1,1304.32,0,5,2008,0
3,,4,5,,0,0,34,0,2,7,125,0,1667.3,3,2,1999,1
3,,2,1,0.0,0,0,31,1,2,2,90,0,1701.75,3,2,1999,0
0,2.0,1,2,,0,0,46,0,6,6,270,0,998.64,0,14,2000,0
0,2.0,1,2,,0,0,43,0,6,6,248,1,1059.78,1,14,2003,0
2,0.0,4,6,,2,1,50,1,3,2,355,0,1097.14,1,7,2005,0
2,0.0,4,6,,2,1,51,1,3,2,371,0,1087.76,1,10,2005,0
2,1.0,0,4,1.0,1,0,37,1,4,2,156,1,1404.78,1,13,1998,0
2,0.0,4,2,,1,1,47,0,3,3,281,0,1144.54,1,14,2005,0
2,0.0,4,2,,1,1,48,0,3,3,285,0,1176.11,0,14,2004,0
2,0.0,1,1,,0,1,34,0,5,2,114,2,1270.25,4,12,2006,0
0,2.0,3,2,0.0,1,1,29,0,4,10,140,2,1565.64,0,1,1999,0
0,2.0,0,2,0.0,1,1,30,0,4,10,144,2,1561.86,0,12,1999,0
2,1.0,1,4,0.0,1,1,38,0,0,11,177,2,939.97,3,2,1998,0
2,1.0,0,4,0.0,1,1,36,0,0,9,166,2,962.11,0,2,1998,0
2,2.0,4,3,0.0,2,0,35,0,4,0,146,0,1292.6,3,3,2010,0
2,2.0,1,5,0.0,2,0,34,0,4,0,142,0,1387.66,3,3,2011,0
3,,4,2,1.0,1,1,45,0,3,10,290,1,1285.5,3,10,2007,0
3,,4,2,1.0,1,1,40,0,3,10,249,1,1446.87,2,4,2009,1
0,1.0,4,6,0.0,1,1,38,0,3,6,240,1,1563.35,2,4,2008,0
3,,4,4,1.0,0,0,39,1,6,7,192,2,1288.62,5,8,2003,0
3,,4,4,1.0,0,0,38,1,6,7,186,2,1271.37,5,12,2003,0
3,,2,1,,0,1,51,1,3,0,349,1,1514.71,5,9,2011,0
3,,2,1,,0,1,54,1,3,7,366,1,1412.72,5,9,2014,0
0,2.0,0,5,1.0,1,0,40,0,0,11,192,0,1405.99,5,3,2005,0
2,2.0,4,5,0.0,1,1,43,0,2,13,232,1,1064.81,2,13,2006,0
2,1.0,0,5,0.0,0,1,43,0,3,13,249,1,1003.65,2,10,2006,0
2,1.0,4,2,0.0,2,0,56,1,5,8,441,2,1082.36,3,5,1997,0
2,1.0,4,4,0.0,2,1,46,1,5,10,290,2,1209.94,3,5,2007,0
3,,2,4,,1,1,28,0,2,4,98,2,1058.24,3,4,2008,0
0,1.0,3,4,,1,1,37,1,3,6,171,2,1172.97,4,11,1999,0
0,1.0,3,2,,1,1,38,1,0,2,185,2,1251.85,4,11,1999,0
3,,4,3,,2,1,40,0,2,12,234,1,1396.94,0,3,1999,0
3,,4,3,0.0,2,0,36,0,2,12,198,1,1398.13,3,3,1999,0
0,0.0,0,4,0.0,2,0,35,0,2,13,120,2,1425.54,2,6,2010,0
0,2.0,1,2,1.0,1,1,45,0,0,9,280,2,1273.55,3,8,2012,0
0,2.0,1,5,1.0,1,1,46,0,0,11,278,2,1247.39,1,8,2013,0
2,2.0,1,5,0.0,1,1,29,1,0,7,72,1,1280.94,1,13,2008,0
2,2.0,1,5,,0,1,35,1,3,7,179,1,1335.0,1,13,2007,0
0,2.0,4,5,0.0,1,1,43,0,0,9,288,2,1369.05,1,8,2010,0
0,2.0,1,2,0.0,1,1,43,0,0,11,287,2,1362.84,3,8,2010,0
1,,4,1,0.0,0,1,41,1,0,8,113,0,705.88,4,11,2012,0
1,,4,1,1.0,0,1,47,1,0,1,243,0,930.21,5,7,2007,0
2,2.0,4,2,,2,1,26,1,4,6,73,1,1441.28,1,1,2010,1
0,2.0,1,2,0.0,2,1,48,0,4,3,299,2,1304.43,5,9,2002,0
2,0.0,1,5,0.0,0,1,46,1,0,5,252,1,1247.79,0,8,2003,0
2,0.0,1,5,1.0,1,1,46,1,0,0,264,1,1534.49,0,10,1997,0
0,0.0,4,6,0.0,1,1,39,0,1,6,105,1,1441.5,5,11,2007,0
0,1.0,3,4,,0,0,30,0,2,1,80,2,820.03,3,2,2013,0
0,2.0,1,2,,0,1,38,0,0,8,226,2,1233.43,3,12,2009,0
0,0.0,4,6,0.0,0,1,47,1,1,13,319,1,1307.11,1,2,2005,0
2,0.0,1,2,0.0,0,1,46,1,2,8,259,2,1478.94,0,1,2005,1
2,1.0,1,2,0.0,0,1,45,1,4,8,255,2,1450.19,0,1,2002,0
0,2.0,4,5,,2,1,42,0,1,12,222,2,925.86,2,5,1999,0
0,2.0,3,4,0.0,2,1,37,1,6,3,192,2,1270.82,3,3,2007,0
